under_y,theta,distance
34,3.0458539999999994,30.128222
35,3.049571875,29.374315
36,3.053589,28.628515
37,3.057905375,27.85165
38,3.062521,27.100937
39,3.067435875,26.337782
40,3.072649999999999,25.564373
41,3.0781633749999995,24.82689
42,3.083976,24.146227
43,3.090087875,23.512281
44,3.096499,22.941021
45,3.103209375,22.440367
46,3.110219,21.957392
47,3.1175278749999995,21.481623
48,3.125136,21.03476
49,3.133043375,20.640299
50,3.14125,20.233086
51,3.1497558749999994,19.803354
52,3.158561,19.384275
53,3.167665375,18.936861
54,3.1770689999999995,18.485525
55,3.186771875,18.015152
56,3.196774,17.546309
57,3.207075375,17.077454
58,3.217676,16.629448
59,3.228575875,16.180355
60,3.2397749999999994,15.739155
61,3.251273375,15.332569
62,3.263071,14.937783
63,3.275167875,14.548239
64,3.287564,14.174901
65,3.300259375,13.804512
66,3.3132539999999997,13.430378
67,3.326547875,13.057147
68,3.340141,12.685844
69,3.354033375,12.321053
70,3.368225,11.973957
71,3.382715875,11.650817
72,3.397506,11.329415
73,3.4125953749999995,11.035521
74,3.427984,10.779963
75,3.4436718749999997,10.5503025
76,3.4596590000000003,10.330546
77,3.475945375,10.11343
78,3.492531,9.924986
79,3.5094158749999997,9.758767
80,3.5266,9.602377
81,3.544083375,9.442713
82,3.561866,9.284076
83,3.579947875,9.124079
84,3.598329,8.962199
85,3.617009375,8.80116
86,3.635989,8.643391
87,3.655267875,8.494893
88,3.674845999999999,8.386204
89,3.6947233749999993,8.277595
90,3.714899999999999,8.171451
91,3.735375875,8.065638
92,3.756151,7.9598083
93,3.777225375,7.8539624
94,3.798599,7.748101
95,3.820271875,7.6460996
96,3.842244,7.5288043
97,3.864515375,7.425833
98,3.887086,7.3117514
99,3.909955875,7.1873546
100,3.933125,7.0735273
101,3.956593375,6.959705
102,3.980361,6.835845
103,4.004427874999999,6.6975822
104,4.028794,6.5636196
105,4.053459374999999,6.42966
106,4.078423999999999,6.2957044
107,4.103687874999999,6.16175
108,4.129251,6.028059
109,4.155113375,5.905558
110,4.181275,5.783576
111,4.207735874999999,5.6641755
112,4.234495999999999,5.553533
113,4.261555375,5.4428945
114,4.288913999999999,5.332262
115,4.316571875,5.2240615
116,4.344529,5.1365223
117,4.372785374999999,5.049456
118,4.401341,4.96406
119,4.430195874999999,4.8813744
120,4.45935,4.842292
121,4.488803375,4.810134
0,3.54,88.86003
1,3.5326210000000007,86.811775
2,3.5255839999999994,84.764755
3,3.518889,82.73089
4,3.5125360000000003,80.6918
5,3.506525,78.704605
6,3.500856,76.23146
7,3.495529,72.393585
8,3.490544,68.4944
9,3.485901,66.26266
10,3.4816,64.01255
11,3.477641,61.736572
12,3.474024,58.769585
13,3.470749,56.91793
14,3.467816,54.683144
15,3.465225,52.576996
16,3.462976,50.69609
17,3.4610690000000006,48.46006
18,3.459504,46.808754
19,3.4582810000000004,45.183655
20,3.4574,43.797646
21,3.4568609999999995,42.487816
22,3.456664,41.146587
23,3.456809,39.94922
24,3.4572960000000004,38.971302
25,3.458125,37.958054
26,3.459296,36.95128
27,3.460809,35.981926
28,3.462664,35.01594
29,3.464861,34.211037
30,3.4674,33.42292
31,3.470281,32.611794
32,3.4735040000000006,31.782463
33,3.477069,30.955221
34,3.480976,30.137667
35,3.485225,29.383972
36,3.4898160000000007,28.625807
37,3.494749,27.844957
38,3.500024,27.092066
39,3.505641,26.334095
40,3.5116,25.576921
41,3.517901,24.850733
42,3.524544000000001,24.164625
43,3.531529000000001,23.529242
44,3.538856,22.954876
45,3.546525,22.447668
46,3.5545360000000006,21.958748
47,3.562889,21.488024
48,3.571584,21.040812
49,3.5806210000000003,20.635653
50,3.59,20.219625
51,3.599721,19.791101
52,3.609784,19.362492
53,3.620189,18.913185
54,3.630936,18.463568
55,3.642025,17.996723
56,3.653456,17.528437
57,3.665229,17.06706
58,3.677344,16.621548
59,3.689801,16.16278
60,3.7026,15.724871
61,3.715741,15.314868
62,3.729224,14.922556
63,3.743049,14.537914
64,3.757216,14.164362
65,3.771725,13.791156
66,3.786576,13.41697
67,3.801769,13.042774
68,3.817304,12.66857
69,3.833181,12.301653
70,3.8494,11.9651985
71,3.865961,11.639942
72,3.882864,11.315866
73,3.900109,11.024672
74,3.917696,10.764112
75,3.935625,10.53362
76,3.953896,10.317215
77,3.972509000000001,10.10068
78,3.991464,9.909323
79,4.010761,9.73139
80,4.0304,9.570986
81,4.050381000000001,9.411166
82,4.070704,9.251325
83,4.091368999999999,9.091461
84,4.112376,8.925219
85,4.133725,8.7638
86,4.155416,8.611996
87,4.177449,8.470208
88,4.199824,8.359575
89,4.222541,8.250821
90,4.2456,8.142602
91,4.269001,8.036631
92,4.292744000000001,7.9306393
93,4.316829,7.8242445
94,4.341256,7.717327
95,4.366025,7.6251845
96,4.391136,7.52847
97,4.416589,7.4283557
98,4.442384,7.326973
99,4.468521,7.201027
100,4.495,7.0788155
101,4.521821,6.964874
102,4.548984,6.8498106
103,4.576489,6.7125115
104,4.604335999999999,6.57522
105,4.632525,6.4379387
106,4.661055999999999,6.3014755
107,4.689929,6.1716447
108,4.719144,6.0488977
109,4.748701,5.9261646
110,4.7786,5.803444
111,4.808841,5.6807346
112,4.839424,5.5636144
113,4.870349,5.453338
114,4.901616000000001,5.3431973
115,4.933225,5.2330647
116,4.965176,5.139449
117,4.997469,5.0537767
118,5.030104000000001,4.9706345
119,5.063081,4.9200172
120,5.0964,4.888138
121,5.130061,4.8569736
0,3.9825,88.80963
1,3.974198625000001,86.76691
2,3.966281999999999,84.72414
3,3.958750125,82.6836
4,3.951603,80.64461
5,3.944840625,78.65493
6,3.938463,76.1974
7,3.932470125,72.44702
8,3.926862,68.69646
9,3.921638625,66.33023
10,3.9168,64.07647
11,3.912346125,61.801346
12,3.908277,58.848232
13,3.904592625,57.00428
14,3.901293,54.819923
15,3.898378125,52.60534
16,3.895848,50.726036
17,3.893702625000001,48.488464
18,3.891942,46.874283
19,3.890566125,45.24756
20,3.889575,43.79985
21,3.888968624999999,42.511154
22,3.888747,41.158546
23,3.888910125,39.965965
24,3.889458,38.990376
25,3.890390625,37.97554
26,3.891708,36.96716
27,3.893410125,36.018288
28,3.895497,35.049973
29,3.897968625,34.240883
30,3.900825,33.44542
31,3.904066125,32.619366
32,3.907692000000001,31.789507
33,3.9117026249999993,30.960012
34,3.916098,30.147104
35,3.920878125,29.386105
36,3.926043,28.621096
37,3.931592625,27.838263
38,3.937527,27.08275
39,3.943846125,26.340925
40,3.9505499999999993,25.588717
41,3.957638625,24.878016
42,3.965112,24.188042
43,3.9729701250000007,23.547901
44,3.981213,22.97428
45,3.989840625,22.456898
46,3.998853,21.963167
47,4.008250125,21.49906
48,4.018032,21.051157
49,4.028198625,20.641472
50,4.03875,20.217075
51,4.049686125,19.79412
52,4.061007,19.36596
53,4.072712625,18.90645
54,4.084803,18.444374
55,4.097278125,17.979776
56,4.110138,17.515448
57,4.1233826250000005,17.057802
58,4.137012,16.610857
59,4.1510261250000005,16.145504
60,4.165425,15.7169285
61,4.180208625,15.305633
62,4.195377,14.9089985
63,4.210930125,14.525507
64,4.226868,14.153917
65,4.243190625,13.7778
66,4.259898,13.403562
67,4.276990125,13.029312
68,4.294467,12.655052
69,4.312328625,12.289921
70,4.3305750000000005,11.959916
71,4.349206125,11.632179
72,4.368222,11.312916
73,4.387622625,11.024352
74,4.407408,10.760246
75,4.427578124999999,10.52
76,4.448133,10.3041
77,4.469072625,10.087713
78,4.490397,9.885918
79,4.512106125,9.702595
80,4.5342,9.539595
81,4.556678625,9.37962
82,4.579542,9.219619
83,4.602790124999999,9.059595
84,4.626423,8.896428
85,4.650440625,8.738249
86,4.674843,8.588753
87,4.6996301250000005,8.45252
88,4.724802,8.339214
89,4.750358625,8.228425
90,4.7763,8.117623
91,4.802626125000001,8.007477
92,4.829337000000001,7.9012165
93,4.856432625,7.7970543
94,4.883913,7.6928754
95,4.911778125,7.5951123
96,4.940028000000001,7.5132127
97,4.968662625,7.432989
98,4.997682,7.3324137
99,5.027086125,7.2164497
100,5.056875,7.090642
101,5.087048625,6.9699306
102,5.1176070000000005,6.8578525
103,5.148550125,6.727453
104,5.179878,6.5902534
105,5.211590625,6.453064
106,5.243688,6.324567
107,5.276170125,6.1987915
108,5.309037,6.073037
109,5.342288625,5.947987
110,5.3759250000000005,5.825225
111,5.409946124999999,5.702476
112,5.444351999999999,5.5797424
113,5.479142625,5.464924
114,5.514318,5.3548584
115,5.549878125,5.244799
116,5.585823,5.143528
117,5.622152625,5.0604258
118,5.658867,4.998288
119,5.695966125,4.967227
120,5.73345,4.9366426
121,5.771318625,4.906088
0,4.425,88.76839
1,4.41577625,86.72575
2,4.406979999999999,84.683075
3,4.398611249999999,82.63632
4,4.39067,80.60147
5,4.38315625,78.61731
6,4.37607,76.15288
7,4.36941125,72.53453
8,4.36318,69.02048
9,4.35737625,66.42587
10,4.351999999999999,64.150085
11,4.34705125,61.871254
12,4.34253,58.936905
13,4.33843625,57.095375
14,4.33477,54.95671
15,4.331531249999999,52.64102
16,4.32872,50.7573
17,4.326336250000001,48.538937
18,4.32438,46.946205
19,4.32285125,45.32318
20,4.32175,43.829414
21,4.321076249999999,42.5418
22,4.32083,41.185707
23,4.32101125,39.992943
24,4.32162,39.020782
25,4.32265625,38.006508
26,4.32412,37.011513
27,4.32601125,36.066082
28,4.32833,35.09861
29,4.33107625,34.283287
30,4.33425,33.47458
31,4.33785125,32.63783
32,4.341880000000001,31.804396
33,4.346336249999999,30.968843
34,4.35122,30.158625
35,4.35653125,29.3883
36,4.3622700000000005,28.616297
37,4.368436249999999,27.834457
38,4.37503,27.087292
39,4.38205125,26.349138
40,4.389499999999999,25.61196
41,4.39737625,24.91016
42,4.40568,24.220062
43,4.414411250000001,23.573442
44,4.42357,22.998331
45,4.43315625,22.469236
46,4.44317,21.97196
47,4.45361125,21.51456
48,4.46448,21.06746
49,4.47577625,20.650288
50,4.4875,20.225912
51,4.499651249999999,19.802734
52,4.51223,19.37382
53,4.52523625,18.911964
54,4.53867,18.438997
55,4.55253125,17.977861
56,4.56682,17.509401
57,4.58153625,17.054234
58,4.59668,16.599066
59,4.61225125,16.136843
60,4.62825,15.710323
61,4.64467625,15.297268
62,4.66153,14.895238
63,4.67881125,14.513064
64,4.69652,14.141099
65,4.71465625,13.764444
66,4.733219999999999,13.390153
67,4.75221125,13.01585
68,4.77163,12.641535
69,4.79147625,12.284554
70,4.81175,11.956806
71,4.83245125,11.629057
72,4.85358,11.315968
73,4.87513625,11.026997
74,4.89712,10.761152
75,4.91953125,10.513397
76,4.94237,10.296831
77,4.96563625,10.072151
78,4.98933,9.862862
79,5.013451249999999,9.678314
80,5.038,9.512102
81,5.06297625,9.351393
82,5.08838,9.190661
83,5.114211249999999,9.029911
84,5.14047,8.874014
85,5.16715625,8.71775
86,5.19427,8.56551
87,5.22181125,8.430462
88,5.24978,8.322267
89,5.27817625,8.210966
90,5.307,8.1022835
91,5.33625125,7.9935913
92,5.3659300000000005,7.8870516
93,5.39603625,7.7809825
94,5.42657,7.675691
95,5.45753125,7.5715537
96,5.48892,7.4879804
97,5.52073625,7.4246736
98,5.55298,7.337022
99,5.58565125,7.233009
100,5.61875,7.1075306
101,5.65227625,6.982071
102,5.68623,6.8661766
103,5.720611249999999,6.7441545
104,5.755419999999999,6.608712
105,5.79065625,6.4833093
106,5.826319999999999,6.3579206
107,5.86241125,6.2324963
108,5.89893,6.107103
109,5.93587625,5.981736
110,5.97325,5.856399
111,6.01105125,5.7310896
112,6.04928,5.6058087
113,6.087936249999999,5.4835367
114,6.12702,5.371546
115,6.16653125,5.2632484
116,6.20647,5.1580734
117,6.246836249999999,5.080482
118,6.28763,5.0501227
119,6.32885125,5.01995
120,6.3705,4.9900618
121,6.41257625,4.960452
0,4.867500000000001,88.72716
1,4.857353875000001,86.687256
2,4.847677999999999,84.65255
3,4.838472374999999,82.610596
4,4.829737000000001,80.58295
5,4.821471875,78.60249
6,4.813677,76.1215
7,4.806352375,72.62723
8,4.799498,69.348526
9,4.793113875,66.52963
10,4.7872,64.24974
11,4.7817563750000005,61.95616
12,4.776783,59.029594
13,4.772279875000001,57.18647
14,4.768247000000001,55.093494
15,4.764684375,52.678658
16,4.761592,50.788025
17,4.758969875000001,48.611675
18,4.756818,47.025436
19,4.755136375000001,45.410156
20,4.753925,43.863487
21,4.753183875,42.580505
22,4.752913,41.221127
23,4.753112375,40.032093
24,4.753782000000001,39.056427
25,4.754921875,38.046272
26,4.756532,37.06915
27,4.758612375,36.11633
28,4.761163000000001,35.15145
29,4.7641838750000005,34.322792
30,4.7676750000000006,33.50497
31,4.771636375,32.659973
32,4.776068000000001,31.823278
33,4.780969874999999,30.987745
34,4.786342,30.181622
35,4.792184375,29.402737
36,4.798497000000001,28.61893
37,4.805279875,27.845755
38,4.812533,27.110762
39,4.8202563750000005,26.366756
40,4.828449999999999,25.640717
41,4.837113875,24.937916
42,4.846248000000001,24.25136
43,4.855852375000001,23.599531
44,4.865927,23.021276
45,4.876471875,22.483652
46,4.887487000000001,21.981695
47,4.8989723750000005,21.528904
48,4.910928,21.084595
49,4.923353875,20.659105
50,4.93625,20.234753
51,4.949616375,19.819502
52,4.963453,19.387857
53,4.977759875,18.923824
54,4.992537,18.450272
55,5.007784375,17.98472
56,5.023502000000001,17.523571
57,5.0396898750000005,17.057526
58,5.056348000000001,16.590012
59,5.073476375,16.1286
60,5.091075,15.703717
61,5.109143875,15.288208
62,5.127683,14.884519
63,5.146692375000001,14.502306
64,5.166172,14.1259985
65,5.186121875,13.751088
66,5.206542,13.376743
67,5.227432375,13.002387
68,5.248793,12.628813
69,5.270623875,12.281458
70,5.292925,11.953697
71,5.315696375000001,11.629706
72,5.338938000000001,11.322868
73,5.362649875,11.036537
74,5.386832000000001,10.768458
75,5.411484375,10.51812
76,5.436607,10.284544
77,5.4621998750000005,10.051563
78,5.488263,9.84164
79,5.514796375,9.658109
80,5.541800000000001,9.487774
81,5.569273875,9.326943
82,5.597218000000001,9.166091
83,5.625632375,9.009515
84,5.654517,8.859464
85,5.683871875,8.704618
86,5.713697,8.550692
87,5.743992375,8.415619
88,5.774758,8.311161
89,5.805993875,8.207228
90,5.8377,8.098438
91,5.8698763750000005,7.9896965
92,5.902523000000001,7.8829327
93,5.935639875000001,7.7787914
94,5.969227,7.6746492
95,6.003284375,7.5705066
96,6.037812000000001,7.478943
97,6.072809875,7.4078445
98,6.108278,7.349284
99,6.144216375,7.253604
100,6.180625,7.1345778
101,6.217503875,7.0083685
102,6.254853000000001,6.8839836
103,6.292672375,6.7725687
104,6.330962,6.6475945
105,6.369721875,6.5226526
106,6.408951999999999,6.397746
107,6.448652375000001,6.272872
108,6.488823000000001,6.1480317
109,6.529463875,6.023225
110,6.570575000000001,5.8984528
111,6.612156375,5.773713
112,6.654208,5.649185
113,6.696729875,5.5250387
114,6.739722,5.4034495
115,6.783184375000001,5.295477
116,6.827117,5.190509
117,6.871519875,5.139658
118,6.916393,5.1067705
119,6.961736375,5.0746393
120,7.00755,5.044862
121,7.0538338750000005,5.0155754
0,5.31,88.70336
1,5.2989315,86.670395
2,5.288375999999999,84.64206
3,5.278333499999999,82.60889
4,5.268804,80.574524
5,5.2597875,78.59567
6,5.251283999999999,76.1841
7,5.243293499999999,72.72669
8,5.235816,69.676575
9,5.228851499999999,66.63339
10,5.2224,64.34939
11,5.216461499999999,62.062195
12,5.211036,59.15441
13,5.2061235,57.28802
14,5.201724,55.232742
15,5.1978375,52.722984
16,5.194463999999999,50.82832
17,5.1916035,48.6895
18,5.189255999999999,47.10491
19,5.1874215,45.50759
20,5.1861,43.895264
21,5.185291499999999,42.619205
22,5.184996,41.259827
23,5.1852135,40.081177
24,5.185944,39.09738
25,5.187187499999999,38.091084
26,5.188943999999999,37.132374
27,5.191213499999999,36.17914
28,5.193996,35.215683
29,5.1972915,34.366707
30,5.201099999999999,33.5347
31,5.2054215,32.6856
32,5.210256,31.844404
33,5.215603499999999,31.007706
34,5.221463999999999,30.196981
35,5.2278375,29.42082
36,5.234724000000001,28.629805
37,5.242123499999999,27.873518
38,5.250036,27.138872
39,5.2584615,26.38856
40,5.267399999999999,25.666998
41,5.276851499999999,24.971844
42,5.286816,24.278864
43,5.2972935,23.627357
44,5.308284,23.039598
45,5.3197875,22.499937
46,5.331804,21.9941
47,5.344333499999999,21.540323
48,5.357376,21.100977
49,5.3709315,20.66792
50,5.385,20.245485
51,5.399581499999999,19.840923
52,5.414675999999999,19.416243
53,5.4302835,18.954073
54,5.446403999999999,18.476973
55,5.4630375,18.004698
56,5.480184,17.536737
57,5.4978435,17.061804
58,5.516016,16.590923
59,5.5347015,16.130358
60,5.5539,15.697111
61,5.573611499999999,15.278532
62,5.593836,14.877071
63,5.6145735,14.491547
64,5.635824,14.110897
65,5.6575875,13.735504
66,5.679863999999999,13.363335
67,5.7026535,12.988926
68,5.725956,12.616831
69,5.7497715,12.27836
70,5.7741,11.950586
71,5.7989415,11.632441
72,5.824296,11.333452
73,5.8501635,11.044989
74,5.876544,10.777358
75,5.903437499999999,10.519093
76,5.930844,10.275964
77,5.9587635,10.032135
78,5.987196,9.822704
79,6.016141499999999,9.638359
80,6.0456,9.462999
81,6.0755715,9.302496
82,6.106056,9.145929
83,6.1370535,8.994717
84,6.168563999999999,8.845634
85,6.200587499999999,8.694436
86,6.233123999999999,8.541343
87,6.2661735,8.407863
88,6.299735999999999,8.301367
89,6.3338115,8.203553
90,6.368399999999999,8.097872
91,6.4035015,7.990752
92,6.439116,7.8836346
93,6.4752435,7.777756
94,6.511883999999999,7.6736193
95,6.5490375,7.569843
96,6.586704,7.470497
97,6.624883499999999,7.395254
98,6.663576,7.3323593
99,6.7027815,7.2720103
100,6.742499999999999,7.1688914
101,6.7827315,7.0448914
102,6.823476,6.929307
103,6.864733499999999,6.815448
104,6.906503999999999,6.6908503
105,6.948787499999999,6.564108
106,6.991583999999999,6.439456
107,7.0348935,6.3148394
108,7.078716,6.190262
109,7.1230515,6.0657406
110,7.1679,5.9417686
111,7.213261499999999,5.817834
112,7.259135999999999,5.693937
113,7.305523499999999,5.5702696
114,7.352423999999999,5.451589
115,7.3998375,5.3369646
116,7.447763999999999,5.259774
117,7.496203499999999,5.206149
118,7.545155999999999,5.166333
119,7.594621499999999,5.1338816
120,7.6446,5.1014786
121,7.695091499999999,5.070698
0,5.7525,88.69999
1,5.740509125000001,86.67087
2,5.729073999999999,84.64173
3,5.718194624999999,82.61006
4,5.707871,80.56984
5,5.698103125,78.594086
6,5.688891,76.32119
7,5.680234625,72.8285
8,5.672134,70.00462
9,5.664589125,66.73714
10,5.6576,64.4493
11,5.651166625,62.17198
12,5.645289,59.283165
13,5.639967125,57.419075
14,5.635201,55.40152
15,5.630990624999999,52.88747
16,5.627336,50.868614
17,5.624237125000001,48.7666
18,5.621694,47.199432
19,5.619706625000001,45.605022
20,5.618275,43.96579
21,5.617399124999999,42.657906
22,5.617079,41.298527
23,5.617314625,40.130257
24,5.618106000000001,39.149174
25,5.619453125,38.148888
26,5.621356,37.195602
27,5.623814625,36.242393
28,5.626829000000001,35.2863
29,5.630399125,34.418606
30,5.634525,33.572197
31,5.639206625,32.713886
32,5.644444000000001,31.869596
33,5.650237124999999,31.032928
34,5.656586,30.215597
35,5.663490625,29.440954
36,5.6709510000000005,28.655947
37,5.678967125,27.901285
38,5.687539,27.162504
39,5.696666625,26.410358
40,5.706349999999999,25.693281
41,5.716589125,25.00068
42,5.727384000000001,24.301771
43,5.738734625000001,23.659866
44,5.750641,23.06079
45,5.763103125,22.517508
46,5.776121000000001,22.007296
47,5.789694625,21.553665
48,5.8038240000000005,21.11889
49,5.818509125,20.684687
50,5.83375,20.26719
51,5.849546625,19.870577
52,5.865899,19.44988
53,5.882807125,18.984085
54,5.900271,18.507607
55,5.918290624999999,18.035425
56,5.936866,17.554083
57,5.955997125000001,17.068548
58,5.975684,16.590128
59,5.995926625,16.137144
60,6.016724999999999,15.701897
61,6.038079125,15.271188
62,6.059989,14.871199
63,6.082454625,14.480789
64,6.105476,14.095797
65,6.129053125,13.719339
66,6.153185999999999,13.34907
67,6.177874625,12.975463
68,6.203119,12.609167
69,6.228919125,12.275264
70,6.255275,11.947857
71,6.2821866250000005,11.635176
72,6.309654,11.344038
73,6.337677125,11.05562
74,6.366256000000001,10.778542
75,6.395390624999999,10.512825
76,6.4250810000000005,10.271076
77,6.455327125,10.016872
78,6.486129,9.804125
79,6.517486624999999,9.619865
80,6.5494,9.443869
81,6.581869125000001,9.289396
82,6.6148940000000005,9.136139
83,6.648474625,8.985857
84,6.682611,8.836308
85,6.717303125,8.68689
86,6.752551,8.532827
87,6.788354625,8.402385
88,6.824713999999999,8.297857
89,6.861629124999999,8.199009
90,6.8991,8.100687
91,6.937126625,7.9939528
92,6.975709000000001,7.8872213
93,7.014847125,7.780494
94,7.054541,7.675867
95,7.094790625,7.572104
96,7.1355960000000005,7.468343
97,7.176957125,7.3844166
98,7.218874,7.3229985
99,7.261346625,7.261576
100,7.304374999999999,7.1998267
101,7.347959125,7.0943413
102,7.392099,6.9807415
103,7.436794624999999,6.867193
104,7.482045999999999,6.7450504
105,7.527853125,6.6128397
106,7.574215999999999,6.4855566
107,7.621134625000001,6.3585815
108,7.668609,6.2333937
109,7.716639124999999,6.109656
110,7.765225,5.9859605
111,7.814366625,5.8623047
112,7.864064,5.7386913
113,7.914317124999999,5.6190042
114,7.965126000000001,5.5013347
115,8.016490625000001,5.4033504
116,8.068411,5.3421745
117,8.120887125,5.2837024
118,8.173919,5.227907
119,8.227506625,5.1938353
120,8.28165,5.156867
121,8.336349125,5.122948
0,6.194999999999999,88.70291
1,6.18208675,86.67378
2,6.169771999999998,84.64464
3,6.158055749999998,82.61577
4,6.146938,80.5791
5,6.13641875,78.596375
6,6.126497999999999,76.428635
7,6.11717575,72.93141
8,6.108452,70.310104
9,6.100326749999999,66.84245
10,6.092799999999999,64.56041
11,6.085871749999999,62.282417
12,6.079542,59.417034
13,6.07381075,57.556
14,6.068677999999999,55.58174
15,6.064143749999999,53.096066
16,6.060207999999999,50.92697
17,6.056870750000001,48.850418
18,6.054131999999999,47.29663
19,6.05199175,45.70239
20,6.05045,44.06907
21,6.049506749999998,42.696613
22,6.049162,41.337227
23,6.04941575,40.179337
24,6.050268,39.201595
25,6.051718749999999,38.217438
26,6.053767999999999,37.258823
27,6.056415749999999,36.30565
28,6.059662,35.352554
29,6.063506749999999,34.46927
30,6.06795,33.616962
31,6.07299175,32.754196
32,6.078632000000001,31.902319
33,6.084870749999999,31.06218
34,6.091707999999999,30.23083
35,6.09914375,29.4718
36,6.107178,28.682087
37,6.115810749999999,27.928556
38,6.125042,27.186136
39,6.134871749999999,26.43247
40,6.145299999999998,25.719563
41,6.156326749999999,25.027012
42,6.167952,24.325487
43,6.18017575,23.69228
44,6.192997999999999,23.086088
45,6.206418749999999,22.540064
46,6.220438,22.029003
47,6.235055749999999,21.575697
48,6.250272,21.14657
49,6.26608675,20.70949
50,6.2825,20.29335
51,6.299511749999999,19.900234
52,6.317122,19.482527
53,6.33533075,19.014097
54,6.354137999999999,18.53773
55,6.373543749999999,18.057632
56,6.393547999999999,17.573397
57,6.41415075,17.089643
58,6.435352,16.601488
59,6.45715175,16.147276
60,6.479549999999999,15.707022
61,6.50254675,15.277852
62,6.526141999999999,14.870906
63,6.55033575,14.47003
64,6.575127999999999,14.080696
65,6.60051875,13.703175
66,6.626507999999999,13.332842
67,6.65309575,12.962001
68,6.680282,12.60198
69,6.70806675,12.272167
70,6.73645,11.950579
71,6.765431749999999,11.643005
72,6.795012,11.354623
73,6.825190749999999,11.05731
74,6.855968,10.773577
75,6.887343749999999,10.506936
76,6.9193180000000005,10.263737
77,6.95189075,10.010923
78,6.985061999999999,9.796094
79,7.018831749999999,9.617252
80,7.0532,9.43878
81,7.08816675,9.2813635
82,7.123732,9.130296
83,7.159895749999999,8.980476
84,7.196657999999999,8.830942
85,7.234018749999999,8.682031
86,7.271977999999999,8.530489
87,7.31053575,8.401407
88,7.349691999999998,8.296988
89,7.3894467499999985,8.198134
90,7.429799999999998,8.09928
91,7.47075175,7.9982414
92,7.512302,7.8915343
93,7.554450749999999,7.784832
94,7.597198,7.678247
95,7.640543749999999,7.576127
96,7.684488,7.4740343
97,7.729030749999999,7.381374
98,7.774171999999999,7.3162403
99,7.819911749999999,7.260153
100,7.866249999999999,7.2116885
101,7.913186749999999,7.145468
102,7.960722,7.032176
103,8.008855749999999,6.9189386
104,8.057587999999999,6.805661
105,8.106918749999998,6.6688585
106,8.156847999999998,6.5363626
107,8.207375749999999,6.409828
108,8.258502,6.283347
109,8.31022675,6.1569176
110,8.36255,6.0305405
111,8.415471749999998,5.9067755
112,8.468991999999998,5.7864857
113,8.523110749999999,5.668432
114,8.577827999999998,5.556817
115,8.63314375,5.4911704
116,8.689058,5.4256086
117,8.745570749999999,5.3666387
118,8.802681999999999,5.308201
119,8.860391749999998,5.2444477
120,8.9187,5.203837
121,8.97760675,5.1391826
0,6.637499999999999,88.70584
1,6.623664375000001,86.6767
2,6.610469999999999,84.64755
3,6.597916874999999,82.62857
4,6.586005,80.59572
5,6.574734375,78.59872
6,6.564105,76.49457
7,6.554116875,73.09848
8,6.54477,70.60254
9,6.536064375,67.16106
10,6.527999999999999,64.67438
11,6.520576875,62.40262
12,6.513795,59.5562
13,6.507654375,57.697586
14,6.502155,55.76736
15,6.497296874999999,53.303432
16,6.493079999999999,51.01394
17,6.489504375000001,48.9944
18,6.48657,47.406464
19,6.484276875000001,45.800503
20,6.482625,44.169888
21,6.481614374999999,42.730167
22,6.481245,41.37593
23,6.481516875,40.228424
24,6.482430000000001,39.254017
25,6.483984375,38.293415
26,6.486179999999999,37.325134
27,6.489016874999999,36.3689
28,6.492495,35.415844
29,6.496614375,34.518246
30,6.501375,33.65925
31,6.506776875,32.79623
32,6.512820000000001,31.943596
33,6.519504374999999,31.09077
34,6.52683,30.262589
35,6.534796875,29.511423
36,6.543405000000001,28.713707
37,6.552654375,27.957693
38,6.562545,27.209768
39,6.573076875,26.45614
40,6.584249999999999,25.745848
41,6.596064374999999,25.049015
42,6.60852,24.343203
43,6.621616875000001,23.708164
44,6.635355,23.1136
45,6.649734375,22.566732
46,6.664755,22.058495
47,6.680416875,21.601753
48,6.69672,21.170053
49,6.7136643750000005,20.73429
50,6.731249999999999,20.322859
51,6.749476874999999,19.929838
52,6.768345,19.515173
53,6.787854375,19.04411
54,6.808005,18.56722
55,6.828796874999999,18.0763
56,6.85023,17.592712
57,6.872304375000001,17.109514
58,6.895020000000001,16.621115
59,6.918376875,16.162287
60,6.942374999999999,15.721441
61,6.967014375,15.291048
62,6.992295,14.878932
63,7.018216875,14.4714775
64,7.044779999999999,14.065596
65,7.071984375,13.68701
66,7.099829999999999,13.316614
67,7.128316875,12.947235
68,7.157445,12.59692
69,7.187214375,12.26927
70,7.217625,11.953663
71,7.248676875,11.654487
72,7.28037,11.358499
73,7.312704374999999,11.056419
74,7.34568,10.771618
75,7.379296875,10.503687
76,7.413555000000001,10.268797
77,7.448454375000001,10.023004
78,7.483995,9.808973
79,7.520176874999999,9.618452
80,7.557,9.439104
81,7.594464375,9.274473
82,7.632569999999999,9.124493
83,7.671316874999999,8.977058
84,7.710704999999999,8.828903
85,7.750734374999999,8.679981
86,7.791404999999999,8.53046
87,7.832716875,8.404037
88,7.874669999999999,8.298456
89,7.917264374999999,8.198216
90,7.9605,8.098402
91,8.004376875,7.999542
92,8.048895000000002,7.897268
93,8.094054374999999,7.7922544
94,8.139855,7.687253
95,8.186296875,7.583058
96,8.23338,7.4810047
97,8.281104375,7.380453
98,8.32947,7.318346
99,8.378476875,7.269268
