degree,val_mae
1,9.004494423494295
2,4.322882732706124
3,2.0837257391946498
4,1.254170489032654
5,0.7356641625801531
6,0.7000638768074596
7,0.7978910003802455
8,0.7900670714355068
9,0.9911310880796477
10,1.8459903271017617
11,5.324336364823845
12,30.216434731710347
13,430.5389572798511
14,2472.628493157524
15,44317.1195217519
16,271808.21396154404
17,1567599.8889945247
18,3575932.766893199
19,8225648.891774643
20,22845449.439932283
