degree,val_mae
1,8.96112417805901
2,4.580155245071202
3,2.2269131595327534
4,1.9122983452611086
5,1.8918352846877686
6,1.567425005070738
7,1.3129537156049425
8,1.2781876243790449
9,1.2582440556382999
10,1.1670143777207804
11,1.0652435335328452
12,1.004447992760229
13,0.9929251930758177
14,0.9776898480868731
15,0.9258023017228127
16,0.9033830853828846
17,0.9001327680786612
18,0.9021286452566213
19,0.9009358225458052
20,0.9032593347369469
